0.320221	0.282944	0.633151	0.349313	0.035324	0.105696	-0.458226	-0.264473	-0.001703	-0.106103	0.208682	0.103530	0.047836	-0.307518	0.685670	-0.532937	-0.047087	-0.201889	0.357868	0.069460	0.309211	-0.211489	0.167797	-0.011780	-0.143475	-0.727652	0.074243	-0.140722	0.140038	-0.108461	-0.643599	-0.074318	-0.121351	0.216538	-0.313996	0.278054	-0.057794	-0.019563	0.186538	0.134711	-0.218078	-0.089769	-0.056024	0.514046	-0.081242	-0.341530	0.367215	0.429925	0.116904	-0.321472	0.007397	0.026280	0.052547	-0.255742	0.239704	-0.275872	0.141928	-0.437983	0.004628	-0.052761	-0.112752	-0.476246	0.332479	-0.120821
-0.091122	0.023576	-0.217066	-0.220519	0.079478	-0.129869	-0.167716	-0.135731	-0.053586	-0.145140	0.041308	-0.293256	-0.178038	-0.341390	0.487127	0.187751	-0.272485	0.022416	-0.337755	0.486965	-0.297508	-0.401777	-0.275833	0.065629	0.226300	0.080414	0.247880	0.039420	0.269545	-0.310821	0.098140	-0.044319	-0.065942	-0.142655	0.061271	0.067116	-0.101819	0.430677	0.307181	0.103736	0.040753	0.076719	-0.317121	-0.118973	-0.359016	-0.139473	0.095568	-0.100756	0.269027	-0.060887	-0.097047	0.176730	-0.020879	-0.197322	-0.160237	0.263423	-0.490449	-0.128492	0.105223	-0.502560	0.037070	-0.083900	0.117976	0.115317
-0.359562	0.054202	0.150990	0.189175	0.105660	-0.016253	0.080931	-0.076771	-0.145493	-0.116787	-0.096059	0.479138	0.647638	0.031208	0.263750	-0.113607	-0.593355	-0.333441	0.424944	-0.517481	0.124489	0.053380	0.153908	0.108409	-0.170084	-0.542450	0.283267	-0.056878	0.143208	0.382927	0.243735	-0.288280	-0.179455	-0.125829	-0.139403	-0.358086	-0.501516	-0.530245	0.667491	-0.216991	0.141130	-0.103039	-0.063753	0.229887	0.384097	-0.261784	0.113289	0.475002	-0.014708	0.005658	-0.289603	-0.017819	-0.313778	-0.126505	0.092212	-0.245362	0.270077	0.005249	-0.036209	0.264671	0.585907	-0.467756	0.383991	0.056314
0.490831	0.135515	0.140944	0.218215	-0.076400	-0.152652	-0.049293	-0.131360	0.124743	0.340235	-0.168787	-0.300334	-0.524523	0.341581	-0.619717	0.165662	-0.052597	-0.490633	-0.002582	-0.447953	0.273079	0.111973	-0.167976	-0.345576	0.095125	0.473822	-0.094580	0.413752	-0.082004	-0.004544	0.003956	-0.398256	0.107055	-0.166688	-0.021812	-0.085327	-0.612414	-0.290674	0.259587	0.087704	-0.048075	-0.032416	0.141353	-0.366847	0.544412	-0.122586	0.352484	0.249729	-0.129187	0.039263	-0.143919	-0.391789	-0.417011	0.106380	0.006932	0.001136	-0.244292	0.278770	-0.231718	-0.017159	0.012031	-0.104700	0.067993	-0.174632
-0.125888	0.121167	0.064363	0.031557	-0.320692	0.047320	-0.300573	-0.171360	-0.190968	-0.101463	-0.503845	0.294970	-0.144541	-0.165182	0.765016	0.057186	-0.168822	-0.291458	0.367122	0.547623	-0.166439	-0.101838	-0.220848	0.113969	0.009701	-0.489810	0.296572	-0.237058	-0.140443	-0.245337	-0.229753	-0.035900	-0.037944	0.353898	-0.005855	0.238229	-0.548327	0.022828	0.471221	-0.183742	0.076132	-0.092898	-0.098815	-0.363184	-0.140785	0.061496	-0.248081	0.364735	0.272634	-0.078490	-0.707800	0.091235	-0.064087	-0.010402	0.265056	0.199972	0.027818	-0.361259	0.055736	0.043650	-0.215361	-0.095291	0.501082	0.046975
0.142867	0.081687	0.135053	0.116808	-0.379336	-0.018855	0.349805	-0.182475	-0.004824	0.074940	0.403116	-0.464210	-0.347493	0.201834	0.076171	-0.162815	-0.099084	-0.535853	-0.149262	0.345951	0.179226	-0.116202	-0.227580	-0.027290	-0.164966	-0.965587	-0.164750	0.402581	-0.128224	-0.358816	0.099901	0.134902	-0.318263	0.077888	-0.161497	-0.161552	-0.413737	-0.013563	0.369017	0.130266	-0.072307	-0.095960	0.489275	-0.788982	0.284366	-0.213637	-0.226163	0.077958	0.110871	-0.552744	-0.332947	0.115920	-0.030096	0.166262	-0.069335	0.056200	0.075912	0.265315	-0.139991	-0.195376	0.096344	0.038609	-0.526786	-0.438270
-0.368774	-0.142240	-0.283340	0.122012	-0.055458	0.073082	0.151409	0.004537	-0.479974	-0.284426	-0.404385	0.406935	0.122187	0.300952	0.494644	0.084724	-0.297169	-0.040315	0.435604	0.573015	-0.034435	-0.110796	-0.044162	-0.121270	0.134764	-0.342196	0.275383	-0.113677	0.224357	-0.135332	0.251517	-0.319730	0.121069	0.268548	0.215979	-0.307624	-0.414227	0.124664	0.439343	-0.370600	0.309162	-0.357910	0.130443	-0.748309	0.018617	0.059327	-0.254681	-0.041451	-0.027418	0.208378	-0.225838	-0.147476	-0.055768	-0.074614	0.019052	0.068359	0.339784	-0.112223	-0.169380	0.027875	0.052386	0.350283	0.038037	0.044247
0.226691	0.127435	0.179861	0.136894	-0.544114	-0.078480	0.060934	-0.267027	0.281888	-0.237163	0.163326	-0.031772	-0.445408	-0.201030	0.754877	0.225945	-0.117126	-0.295815	0.098844	0.704577	-0.013880	0.062171	-0.200669	0.176267	0.016159	-0.212393	0.001537	-0.038469	-0.153860	-0.483012	-0.336032	-0.256400	-0.232831	0.225452	0.000378	0.124223	-0.619454	0.072392	0.571995	0.151123	-0.201414	-0.150895	0.035607	-0.229612	-0.136739	-0.120932	-0.183429	0.283556	0.383825	-0.292692	-0.430740	0.081061	-0.134514	-0.102054	0.072985	0.148850	0.235367	-0.232927	0.076556	-0.375408	-0.008621	-0.302391	0.180876	0.120396
-0.398641	0.144568	0.152749	0.158219	-0.300642	0.053989	-0.113178	0.334438	0.047680	-0.128227	-0.109747	0.531661	0.249849	-0.225587	0.788893	0.011412	-0.088682	-0.381987	0.502708	0.314538	0.098290	-0.169398	0.018341	-0.078766	-0.254150	-0.454867	-0.105081	-0.211946	-0.367987	0.114579	0.065531	0.012089	-0.208621	0.117039	-0.044979	0.132382	-0.085220	-0.039351	0.134209	-0.220213	-0.083739	0.234469	-0.389330	0.274642	-0.262884	-0.007029	0.159492	0.538238	-0.021280	0.181766	-0.254880	0.162530	-0.337069	0.156930	0.251315	0.121204	0.403016	-0.074043	0.199860	0.009794	0.320724	-0.321777	0.464996	0.124713
0.124054	0.217631	0.264905	0.050636	-0.120454	-0.263374	-0.579535	0.209007	0.399750	-0.208779	-0.301096	0.054904	-0.217078	0.261960	-0.353189	-0.272060	0.016829	-0.098910	0.385673	-0.121255	0.439290	0.190953	-0.118070	-0.114554	-0.173646	0.259822	-0.120589	0.030537	-0.313471	0.003993	0.229796	0.102615	-0.134682	-0.174304	0.008851	-0.023356	-0.291298	-0.062931	-0.093492	-0.112044	0.015022	-0.083333	-0.238371	-0.264328	0.270809	0.183484	0.381118	0.304129	-0.316120	0.185827	-0.156009	-0.320473	-0.537982	-0.022036	0.131322	-0.129132	-0.170996	0.121872	0.069459	0.038208	0.292891	-0.253900	-0.047407	-0.293472
-0.147343	-0.060539	0.246859	-0.300893	-0.829386	-0.243451	0.171260	0.342152	0.238684	-0.184843	0.062783	0.630641	0.078044	-0.179465	0.613390	0.267670	-0.201944	-0.232213	0.836678	0.206608	0.195497	0.022333	0.226730	0.253895	-0.216960	-0.260194	-0.419833	-0.252431	-0.243846	-0.385641	-0.161325	-0.098771	-0.336585	-0.148627	-0.156082	0.112600	-0.537427	-0.177363	0.369541	-0.090825	-0.046694	0.107334	-0.439069	0.121006	-0.171220	0.003031	0.086921	0.381389	0.062218	0.024486	-0.124737	-0.416159	-0.624881	-0.107592	0.256102	0.149986	0.467269	-0.154869	0.206273	-0.065299	0.595122	-0.447602	0.393228	0.049224
0.028210	0.074969	0.353673	-0.248128	-0.274275	-0.126551	0.048363	0.207866	0.227993	0.273365	-0.167975	-0.620058	-0.374305	0.053573	-0.141797	0.205341	-0.210221	0.084848	-0.451152	-0.252432	-0.031902	-0.271949	-0.478974	-0.013346	-0.009737	0.572030	0.137555	0.481915	0.001932	-0.305418	0.460473	-0.114550	-0.283338	-0.217435	-0.300725	-0.111867	-0.329119	-0.060020	-0.140929	-0.067122	-0.309610	0.440553	-0.511217	0.009914	0.263588	-0.072940	0.429932	-0.018465	0.027143	0.204672	0.188954	-0.231134	-0.528295	0.165439	0.012187	0.386942	-0.608856	0.179724	0.071921	-0.063767	-0.078464	-0.150652	0.196587	-0.381299
0.222844	-0.197764	0.199501	-0.080345	-0.015341	0.093373	0.199487	-0.044941	0.034893	0.143202	0.177330	-0.515229	-0.197903	-0.219045	0.023827	-0.283249	0.004702	-0.250029	-0.744673	-0.181423	-0.364504	-0.145645	0.057853	0.272093	-0.012646	-0.213061	-0.397847	0.027611	-0.109696	-0.285195	-0.119712	0.159460	-0.126588	-0.128869	-0.258521	0.109559	0.096335	0.342134	-0.200053	0.230469	-0.323158	0.433347	-0.085425	-0.070568	-0.062115	-0.024813	-0.197470	-0.068795	0.317424	-0.101938	-0.084180	0.394987	0.170045	-0.028608	-0.058532	0.291882	-0.469336	-0.063205	0.042211	-0.188892	-0.265635	0.036433	0.119330	-0.038895
