-1.839620	-0.769586	0.908466	-1.326619	0.527061	0.640210	0.747621	-0.306109	-1.368311	-0.556070	0.360953	-1.069736	0.951391	2.324108	-1.345258	0.752998	-0.237372	0.682725	1.463888	-0.581326	-0.835218	0.134740	-1.527151	-0.685355	-0.329218	-0.803880	-0.420771	1.017659	0.597200	-0.742603	-0.449557	2.901538	2.476529	-1.029442	0.995388	-1.143059	0.929613	0.047917	0.116517	0.696359	0.714943	0.652032	0.276242	-0.410450	0.136401	-0.430121	-1.336781	1.215622	-0.108050	-0.579044	-1.047477	-0.503754	0.210073	-0.398511	-0.231101	0.564340	0.586580	0.659975	-1.932806	0.468805	1.528891	-0.393306	-0.429326	0.414667	-1.239021	-1.352159	-0.874914	-2.105802	0.997603	-3.105770	-1.571823	0.699812	-0.453776	-1.272357	-0.257306	-1.396363	-0.272015	-0.223991	1.129135	0.550602	-1.985096	0.998535	-0.082769	0.836081	-0.263805	-0.254207	0.827965	-0.443920	0.426685	0.796077	-1.468918	-0.089641	-0.277090	-0.649579	1.449689	0.700169	-1.974172	-1.061630	-0.167493	2.182176	0.478981	-1.461915	0.759970	0.476165	-0.753445	0.063292	0.056367	-4.509211	1.391276	3.164675	0.155632	-1.703616	1.182807	0.991023	1.231564	0.812547	1.422683	-1.111430	-2.201554	-2.198930	0.762687	0.875057	-0.519593	-0.495906	-1.152321	-0.866430	-1.369697	-1.692086
-0.513287	-2.217015	1.464806	-1.172483	0.788836	-0.317169	-0.370625	-1.306550	-0.856770	0.083614	-1.471734	-1.631706	1.931685	3.195530	0.732547	0.974775	-0.321157	0.001721	2.681914	-1.258824	0.757136	1.617756	-1.793635	-2.096936	-0.940897	-2.732223	-2.093098	0.146634	-1.241271	0.256187	-0.533402	3.346978	5.925905	-0.368388	1.047477	-4.921163	-0.356918	0.096434	0.001839	1.044888	-0.654821	1.974549	0.183961	0.855676	-1.684209	0.131513	-0.986486	-0.199805	2.050650	-0.519883	-1.206058	-1.499381	1.576864	-2.184344	-0.096812	1.594837	0.173153	0.235025	-1.525874	-0.933695	2.099782	0.924534	-1.522951	-0.523216	-0.499023	-2.473760	-2.586839	-1.823692	0.134229	-2.434895	-0.491379	2.581705	0.717903	-0.092598	0.216544	-1.296259	2.009297	0.502002	0.508104	1.832277	0.115644	1.875494	1.285828	0.870756	0.214564	0.431455	1.754220	-0.658102	0.035744	0.606740	-4.503682	-1.692304	0.166221	-0.595416	2.894956	3.265592	-2.334872	-0.134530	1.754593	1.026320	2.560542	-0.462328	1.912418	-0.720233	-0.025596	0.863845	0.099433	-4.721445	0.102356	2.657491	0.410186	-2.657827	0.105908	-0.683592	0.490899	0.000981	0.015705	-0.919778	-0.653831	-3.973092	-0.573917	1.028988	-0.105849	-1.337578	-0.264517	-0.109159	-1.615549	-0.734815
-1.585861	-0.932842	1.021175	-1.045542	0.806168	0.554699	0.808276	-0.235651	-1.110818	-0.574896	0.562798	-1.052942	0.977009	2.354713	-1.245044	0.554698	-0.009411	1.165908	1.111228	-0.647741	-0.796807	0.125540	-1.109952	-0.950215	-0.177589	-0.299016	-0.253685	0.904414	0.341621	-0.819133	-0.774407	3.028212	3.041251	-1.485007	0.927992	-1.123781	0.726600	0.105385	-0.562605	0.603516	0.962483	0.850938	0.618759	-0.388261	0.114933	-0.489290	-1.419567	1.340892	0.161835	-0.401711	-1.165153	-0.557723	0.441420	-0.630021	-0.765683	1.067896	0.539206	0.854865	-1.617262	0.100575	1.749445	-0.146021	-0.512095	0.246015	-1.919595	-1.439441	-1.089329	-2.033191	1.037621	-3.270979	-0.937476	0.563206	-0.464126	-1.312878	-0.069431	-0.974167	-0.027840	0.011946	1.255264	0.658286	-1.726447	1.300606	-0.522503	0.911026	-0.678944	-0.076641	1.179991	-0.252748	0.366750	1.399055	-1.606061	-0.399953	-0.407123	-0.939847	1.270799	0.566239	-2.008804	-0.946607	-0.293901	1.541970	0.283027	-1.258593	0.729639	0.101188	-0.670312	-0.109662	0.090798	-4.161631	1.045026	2.887417	-0.249933	-1.746628	0.941280	0.967957	1.110869	1.083305	1.108764	-1.028207	-2.009150	-2.022493	0.873243	1.219422	-1.247632	-0.458592	-0.607743	-0.985130	-0.994413	-1.916304
-0.352384	-1.801656	1.122019	-1.353696	0.446628	-0.129767	-0.454094	-1.200353	-0.793451	-0.146921	-1.768702	-1.402570	1.705132	2.986165	0.586131	0.795458	-0.459991	-0.348953	2.598612	-0.729477	1.135055	1.525374	-2.183641	-1.536797	-0.918586	-3.293682	-1.787852	0.391873	-1.310012	0.281327	-0.560292	3.015356	5.848588	0.020709	1.042439	-4.644103	-0.544168	0.367294	-0.246950	0.658652	-0.554483	1.706103	0.395083	0.757907	-1.496769	-0.012140	-0.961454	-0.182940	1.924026	-0.427189	-1.103148	-0.949773	1.117226	-1.824786	0.294237	1.226421	-0.115621	-0.135604	-1.295186	-0.792964	1.826737	1.273236	-1.630929	-0.150134	-0.253388	-2.020438	-2.008785	-1.736162	-0.101065	-1.832892	-0.638196	2.420449	1.070028	-0.186735	0.361659	-1.542668	1.545403	0.060104	0.486106	1.540265	0.226785	1.937942	0.999392	0.349006	0.911044	0.290633	1.677906	-0.566252	0.075544	0.389670	-3.491930	-1.497872	-0.071472	-0.868736	2.814391	2.965199	-2.588569	-0.014892	1.563858	0.697135	2.239668	-0.164890	1.587151	-0.572463	-0.449764	1.052096	0.225198	-3.950128	0.100236	2.465281	0.826420	-2.637121	0.254515	-0.577931	0.771084	-0.064550	0.143889	-0.695859	-0.493634	-3.536303	-0.336730	1.145512	0.272496	-0.889303	0.102246	-0.370964	-1.603606	-0.570565
-0.384441	-1.993624	1.575518	-1.149392	0.833570	-0.440738	-0.588395	-1.268578	-0.864060	-0.183848	-1.369030	-1.518842	2.037672	2.993926	0.652936	1.115536	-0.317417	-0.269105	2.417260	-0.957316	0.899749	1.348691	-2.034861	-2.057615	-0.942977	-2.966569	-1.889718	0.538957	-1.234928	0.277431	-0.635377	3.047501	5.356776	-0.112660	0.964696	-4.828773	-0.257732	0.285362	0.119982	0.965975	-0.633927	1.790315	0.249192	0.756317	-1.355826	0.049340	-1.000036	-0.192142	1.802205	-0.306696	-1.261793	-1.490600	1.333244	-2.140200	0.310946	1.171514	-0.011775	0.197446	-1.358097	-0.786682	2.319991	1.119827	-1.373841	-0.408313	-0.191227	-2.452126	-2.400604	-1.715528	0.076103	-2.227341	-0.562184	2.451237	0.716572	-0.071910	0.255422	-1.398462	1.738285	0.389970	0.461058	1.755786	0.226879	1.608319	1.162224	0.701172	0.358274	0.259388	1.750724	-0.587850	0.235088	0.646292	-4.102402	-1.464873	0.048372	-0.667210	2.558958	3.106509	-2.244689	-0.115258	1.683825	1.043433	2.310858	-0.355298	1.615383	-0.450100	-0.320962	0.904530	0.100153	-4.425685	0.148428	2.603354	0.432100	-2.717730	0.123098	-0.609916	0.515769	0.016219	0.034014	-0.780926	-0.787158	-3.696644	-0.698291	1.014366	0.236107	-0.896835	-0.264921	-0.092204	-1.449369	-0.821392
-1.235161	-3.254136	1.110288	-1.085849	1.249388	1.631170	0.896174	-1.485908	-0.268825	0.845686	-0.942687	-2.439893	1.091123	4.487414	1.330499	0.044634	-0.241049	2.158459	2.666970	-2.108645	0.107548	2.591361	0.354600	-1.361548	-0.146443	-0.643806	-2.606247	-0.983798	-0.047132	-0.111961	-0.054767	4.996734	8.053499	-2.384095	0.247949	-4.001471	-0.687946	-1.318430	-1.977000	1.237439	0.459609	2.532207	1.574429	1.214413	-2.636758	0.280972	-0.406715	-0.225123	2.276968	-1.877345	-1.534235	-0.806494	1.906076	-0.860497	-3.041774	4.042937	-0.179894	1.620904	-2.616972	-1.222866	0.685434	-0.104858	-2.746937	-1.075494	-3.108598	-1.467408	-2.797412	-1.909166	1.376985	-3.756609	-0.035358	2.178150	1.155333	-0.965161	0.132571	-1.687062	2.831479	1.363512	0.675334	1.802214	-0.922045	3.882072	0.829148	1.137752	-1.180221	0.992328	2.089812	0.001794	-1.265527	0.978776	-5.907766	-2.567015	0.244475	-0.194007	3.980165	2.353428	-3.049561	0.017274	1.342572	0.381496	1.949454	-2.163381	2.499974	-2.377750	1.395911	0.353565	0.201191	-6.119295	0.601451	3.045758	0.779590	-1.989030	0.456581	-0.774153	0.183941	0.689429	-1.276610	-1.117447	-0.391430	-4.841999	1.074641	2.516810	-2.392880	-2.799660	0.095462	-1.567205	-1.177122	-0.755750
-1.173336	-2.661602	1.241623	-0.919921	0.809467	0.862673	1.159491	-0.934036	-0.449472	0.368679	-0.903378	-2.371864	0.907049	3.339234	0.799879	-0.016808	0.208411	1.807300	1.937072	-0.802495	0.355729	1.874659	0.193560	-0.826713	-0.287923	-0.548953	-1.652598	-0.454960	0.018709	-0.046082	0.442066	3.858865	6.259538	-1.830312	-0.120739	-2.853553	-0.755929	-1.595374	-1.601577	1.214355	0.521105	2.201069	1.574149	0.921044	-2.074523	0.025003	-0.316730	-0.598428	1.543671	-1.554182	-2.100162	-0.212489	1.635964	-1.134250	-2.475828	3.425443	-0.033187	1.750256	-2.111163	-1.088276	0.430790	-0.279624	-2.191888	-0.991292	-3.156957	-0.841305	-1.679292	-0.934226	1.084264	-3.136208	0.160753	1.971482	1.107000	-1.106798	0.017218	-0.828170	2.118965	0.912884	0.523695	1.112137	-0.764632	2.913785	0.507359	1.390522	-0.394899	0.959718	1.345090	-0.096268	-0.802765	0.390237	-3.973789	-1.730990	0.130218	-0.274266	2.938021	1.652871	-2.506139	-0.306160	1.099659	-0.228903	1.346134	-1.461892	1.442898	-2.040221	1.202661	0.262070	-0.064585	-4.516194	0.553081	1.875536	0.969365	-1.486755	0.021844	-0.936603	-0.085056	0.613899	-1.110245	-1.423632	-0.037440	-3.383953	0.886980	1.623423	-1.888463	-2.672724	0.260582	-1.185625	-0.376954	-0.975549
-1.796192	-0.824657	0.874780	-1.435099	0.631481	0.642181	0.735090	-0.342947	-1.439284	-0.560611	0.293105	-1.055683	1.119488	2.493155	-1.317789	0.696300	-0.318420	0.676486	1.492228	-0.672080	-0.781102	0.288981	-1.454231	-0.710019	-0.493361	-0.921582	-0.528382	1.002435	0.714288	-0.661100	-0.482873	3.063262	2.598600	-1.020736	1.052527	-1.201364	0.964742	0.042949	0.263949	0.907898	0.728532	0.722056	0.290939	-0.426736	0.002105	-0.465600	-1.263165	1.322099	0.101705	-0.645154	-1.000548	-0.593993	0.354353	-0.440898	-0.265596	0.552316	0.560638	0.686221	-1.953125	0.522918	1.645728	-0.401333	-0.545237	0.582067	-1.174281	-1.471818	-1.049475	-2.179170	0.922739	-3.136545	-1.660718	0.799783	-0.405007	-1.260296	-0.289060	-1.512486	-0.092628	-0.127362	1.137706	0.616450	-1.929721	1.042645	-0.066000	0.861711	-0.211518	-0.189394	0.898005	-0.484133	0.401516	0.736669	-1.612213	-0.053599	-0.259406	-0.564420	1.565384	0.789574	-2.085065	-0.933219	-0.043262	2.303980	0.585891	-1.590250	0.766125	0.397615	-0.655520	0.137390	0.136904	-4.767737	1.340660	3.253418	0.250227	-1.835526	1.213207	1.003741	1.200308	0.825210	1.464170	-1.087820	-2.274055	-2.397727	0.805679	0.844531	-0.465598	-0.635771	-1.276189	-0.794428	-1.505078	-1.658801
-1.402946	-3.137744	0.702937	-1.477171	0.800720	1.772862	1.397466	-1.130965	-0.217033	0.530741	-0.645595	-2.361140	0.530654	3.886234	1.183528	-0.250440	-0.034474	2.608655	2.534821	-1.975047	0.262083	2.699983	0.767564	-0.826767	0.190470	-0.189793	-2.372154	-0.932398	0.126948	-0.195051	0.190377	4.568596	7.570431	-2.447356	0.245878	-3.162741	-0.815688	-1.533686	-2.074251	1.076304	0.914500	2.169367	1.692345	0.929900	-2.472360	0.068917	-0.307798	-0.125236	2.103066	-2.032574	-1.849404	-0.405705	1.669169	-0.530140	-3.349262	4.117958	-0.169231	1.396873	-2.424825	-1.147065	-0.228875	0.003500	-2.361427	-0.994351	-3.454468	-0.619833	-2.162813	-1.425035	1.501520	-3.334381	0.327935	1.821221	1.282297	-1.230913	0.146308	-1.335580	2.520447	1.426644	0.732260	1.206102	-1.077241	3.602575	0.494258	1.221981	-0.889785	1.164125	1.760007	0.370154	-1.235515	0.478437	-4.958517	-2.266519	0.248636	-0.005016	3.664611	1.715467	-2.664762	-0.030993	0.832146	-0.099760	1.501857	-2.234057	2.083795	-2.302260	1.607822	0.069768	0.021999	-5.246726	0.752158	2.524383	1.027277	-1.645236	0.295809	-0.631078	0.358011	0.641546	-1.225676	-1.316170	-0.160129	-3.913447	1.385673	2.466416	-2.414798	-2.856791	0.112546	-1.553133	-0.902765	-0.793584
-1.031330	-2.298392	1.255710	-1.279862	1.039223	0.119366	-0.043093	-1.150047	-1.021420	0.011816	-0.925694	-1.405906	1.811412	3.440610	0.337526	0.830993	-0.246585	0.594542	2.527893	-1.742121	0.433735	1.526151	-1.494101	-1.889255	-0.732277	-1.863578	-1.994943	0.301947	-0.521879	0.044379	-0.651675	3.897959	5.598662	-0.905896	1.087120	-4.201286	0.161500	0.046990	-0.072989	1.267660	-0.117469	1.771785	0.342395	0.520312	-1.464785	0.094325	-1.231053	0.139738	1.822740	-0.754644	-1.207844	-1.616022	1.516009	-1.580124	-0.569612	1.579686	0.290776	0.650420	-1.888387	-0.760557	2.108268	0.441207	-1.424175	-0.225362	-0.856435	-2.364635	-2.577613	-2.042017	0.427977	-2.996380	-0.738547	2.115037	0.467009	-0.286915	0.149293	-1.627168	1.737463	0.768265	0.735561	1.714792	-0.508877	1.791418	0.808480	1.143570	-0.002507	0.326693	1.919278	-0.506500	-0.075181	1.042083	-4.497178	-1.526930	0.215624	-0.596525	2.851068	2.897926	-2.293603	-0.297396	1.353280	1.548073	2.235541	-1.093337	1.874313	-0.698079	-0.045453	0.698787	0.198982	-5.368003	0.349645	3.026782	0.324473	-2.622177	0.465291	-0.151045	0.555603	0.381888	0.186476	-0.994175	-1.304931	-3.776594	-0.190857	1.194383	-0.419251	-1.415408	-0.534836	-0.389097	-1.729783	-1.133944
