0.227792	0.953927	-0.099363	-1.340429	0.834384	-0.542658	0.412743	-0.009945	-0.834242	-0.946812	0.219421	0.605658	0.816409	0.844593	0.016384	-0.864231	0.098618	0.038809	0.263841	0.898530	-1.065784	-0.164454	0.798551	0.205497	0.522590	-1.151480	1.078436	0.069671	-1.174004	-0.549749	1.004849	-0.046514
0.138973	-0.128002	-0.193948	0.183794	0.580579	0.042205	-0.310084	0.253000	0.431165	-0.223657	0.585561	-0.193162	1.305549	0.648555	-0.893670	-0.852010	-0.011212	0.979892	0.913739	0.333975	-0.503500	0.137583	1.374870	-0.449877	0.159348	-0.807953	0.070862	0.092234	-0.613423	0.106084	0.948671	0.298101
-0.034760	-0.232685	0.403204	-0.294277	0.903620	0.121045	0.402595	-0.874434	-0.339447	-0.826811	-0.270413	0.275353	1.277821	0.167153	-0.722087	-0.741571	0.160167	-0.000102	0.784988	1.404289	-1.423026	-1.127235	1.012578	0.729094	0.246164	-1.315607	0.312362	0.087815	-0.519378	0.058076	1.473993	0.813261
-0.058091	0.470279	-0.190621	-1.641275	1.245634	-0.436268	0.993970	0.170571	-0.477284	-0.985104	0.143547	0.457824	0.714946	0.965353	-0.062258	-0.315378	-0.111418	0.018855	0.196649	0.929134	-1.413051	-0.403420	1.215452	0.219991	1.172413	-1.996485	1.693018	0.911207	-0.878270	-0.039899	1.754460	0.040190
-1.035114	-0.807861	0.153180	0.126060	0.333419	0.721820	-0.272094	-1.589862	-0.142998	-0.372150	-0.608798	0.086864	0.048498	-0.274238	-0.661170	-0.480936	0.245323	0.283319	0.339965	-0.025378	-0.603673	-0.952837	0.787150	0.992614	0.340615	-0.582514	-0.047413	-0.692831	0.661837	0.684679	0.926550	0.417373
-0.883727	-1.539036	0.494430	0.699580	0.093110	1.128343	-0.507896	-1.155249	0.244237	-1.002968	-0.520245	0.206353	0.055128	-0.355910	-0.417390	0.130639	-0.139756	0.489874	0.786047	-0.091246	0.118383	-1.662995	0.645712	1.251640	-0.048567	-0.196278	0.534245	-0.868210	-0.419806	1.162874	0.250972	1.175122
0.002933	-0.042326	0.164120	-0.485831	0.657670	-0.140512	0.431168	-0.172841	-1.076472	-0.502525	0.244500	0.064705	0.832537	1.028876	-0.431095	-0.365587	-0.382420	0.683115	0.716304	0.288498	-0.894949	-0.689869	1.209179	0.113057	0.390917	-1.336298	0.375874	0.325026	-0.165590	0.202173	1.405391	-0.073685
-0.144225	0.118787	-0.355407	-0.162608	1.086780	0.459817	0.129892	-0.175211	0.421347	-0.852298	-0.154737	0.556783	0.098963	0.168818	0.003234	-0.837195	0.842843	0.100404	-0.010338	0.092751	-1.020001	-0.667021	1.013376	0.932422	0.585674	-0.376011	0.110097	-0.298727	0.387222	0.323510	0.784366	-0.109974
-0.251062	-0.594860	-0.019411	0.122131	0.141968	-0.110026	-0.090860	-0.326539	-0.455224	-0.701164	0.302093	-0.179861	0.537455	-0.033109	-0.399596	0.024539	-0.124370	-0.078607	0.729398	0.467298	0.023612	-0.575238	0.657460	0.535497	0.405018	-0.582381	0.658537	-0.069913	-0.399222	0.101305	0.363985	0.044649
-0.193131	-0.023514	-0.432843	0.527311	0.690200	0.246845	-0.215955	-0.710304	-0.111208	0.102107	0.155168	-0.621855	0.903898	0.657154	-0.075489	-0.410117	0.436893	0.966697	0.203248	-0.391163	-0.096032	-0.277013	1.346816	-0.250629	0.774358	-1.263492	0.707910	-0.405805	-0.273726	-0.394339	0.924110	0.568550
0.102638	1.011740	-0.082924	-1.235435	0.894788	-0.324212	1.261735	0.714741	-0.477412	-1.206061	0.137409	0.600585	0.232673	0.565065	0.479524	-0.601060	-0.066725	-0.904909	0.450625	1.493126	-1.598241	-0.388527	0.978928	0.044880	1.645061	-1.293879	0.979242	0.561010	-0.575416	-0.351306	1.217802	-0.033142
0.141680	-0.163970	0.478035	-0.678510	0.570206	-0.079258	0.540535	0.172969	0.094819	-0.410261	0.342047	0.124402	0.146328	0.835436	-0.086253	-0.779003	-0.142495	0.150598	0.813048	-0.082195	-0.643972	-0.824965	0.563214	0.456295	1.016782	-1.214908	0.717342	0.249464	-0.208249	-0.182846	1.973762	-0.025291
-0.305156	0.230797	0.486340	-0.842850	0.995193	-0.028123	0.627391	-0.281957	-0.170491	-1.197712	-0.138574	0.472590	0.480255	0.676508	0.767859	-0.218263	0.132552	-0.540306	0.329247	-0.112357	-0.290838	-1.011409	0.516937	1.000885	1.341973	-1.187652	0.981074	-0.392763	-0.458476	0.089655	1.033242	0.259980
-0.561683	0.478094	-0.346683	-0.316283	0.764033	-0.002512	0.487763	-0.432900	-0.359105	-0.052528	0.285497	-0.237967	1.196836	0.175558	0.179546	-0.202175	-0.245833	0.542680	0.158740	-0.812523	0.132495	0.120862	1.135424	0.085271	0.378500	-0.698394	1.367940	-0.109926	-0.316913	-1.036599	0.389898	-0.126767
0.086313	-0.131014	0.428062	-0.145651	0.963334	-0.264065	0.384606	0.377978	-0.342391	-0.530555	-0.022787	0.685436	0.833416	0.039904	0.416914	-0.405881	0.340639	0.260782	0.023523	0.060242	-0.858146	-0.695596	0.926412	0.454905	0.353730	-1.486319	0.485851	-0.046516	-0.221758	-0.076784	0.340178	-0.465067
-0.136089	-1.634922	0.702593	1.180168	0.094385	0.921132	-0.569515	-0.550498	0.103726	-0.009826	-0.324372	0.116346	0.707499	0.282531	-1.078983	-0.134436	0.043177	1.042273	0.711823	-0.376160	0.663894	-1.303434	0.873673	0.458066	-0.391047	-0.215744	-0.709634	-0.854275	-0.066477	0.681286	0.521677	0.953910
-0.215154	0.268634	-0.664776	0.100597	0.745554	0.304033	0.002470	0.234444	-0.740580	-0.002428	0.719392	-0.548093	1.298379	0.726395	0.083412	-0.702392	0.066206	0.927924	0.129546	-0.448194	-0.660138	0.016735	1.690714	-1.145267	0.248179	-1.090210	0.776184	0.285304	-0.039898	-1.033058	1.042975	-0.202187
0.012218	0.525192	-0.036841	-0.967846	1.044609	-0.298229	0.926481	0.507116	-0.216228	-0.670707	0.289255	0.354271	0.539499	0.943357	0.231391	-0.488757	-0.362625	-0.018486	0.415149	0.674660	-1.530214	-0.248646	0.818645	0.107246	1.295702	-1.935952	1.337870	1.084953	-0.564726	-0.092304	1.642469	-0.035117
-0.924479	-0.492838	0.365772	-0.261564	0.182665	-0.236711	0.450991	-0.919498	-0.089847	-1.196421	-0.627565	0.166907	0.693950	0.046460	0.579804	-0.018409	-0.194551	0.104650	0.626678	0.713845	-0.373489	-1.174584	1.052473	1.188553	0.395409	-1.026806	0.698171	-0.513134	-0.928379	0.212358	0.596007	0.382002
-0.411521	-0.036040	0.778787	-0.496295	-0.076940	0.038118	0.078360	-0.488957	-0.285519	-0.897736	0.149548	0.319345	0.481590	0.405541	0.065859	-0.702941	0.062932	0.194360	0.524325	0.291177	-0.603519	-0.764782	0.584968	0.861431	0.521480	-0.956562	0.782911	0.036226	-0.831071	0.125230	0.883230	0.048457
-1.468608	-0.363642	-0.179136	-0.115413	0.292791	0.143305	0.271358	-0.764399	0.419571	-0.667905	0.294462	0.304359	0.367802	-0.371331	0.491116	-0.220107	0.012792	-0.390873	-0.227831	0.502680	-0.319623	-0.601778	0.516029	0.752914	0.499966	-0.370556	0.535411	0.058641	0.059874	-0.171844	-0.093273	0.486404
-0.399300	-0.170104	0.393599	-0.285186	0.289422	-0.022975	-0.248360	-0.458731	-0.329540	-1.109862	0.158226	0.029567	0.496363	0.315229	0.198122	-0.516471	-0.128821	0.442533	0.792680	0.078823	-0.072980	-0.997824	0.777806	0.593108	0.866160	-0.613595	1.187309	-0.255319	-0.946149	0.454573	0.987435	0.777823
-0.237185	0.448556	-0.304706	-0.890154	0.612300	0.015545	-0.093220	0.170852	-1.127062	-0.687910	0.808067	-0.058125	0.468875	0.730559	0.299275	0.181457	-0.422407	0.551058	0.442845	0.397328	-0.394913	-0.443646	1.614046	-0.441169	0.501283	-0.856237	0.734096	0.094559	-0.682245	0.518506	0.837165	-0.009003
-0.557745	-0.717174	0.174672	0.507785	0.244569	0.686500	0.079264	-0.892570	-0.539842	-0.391461	-0.128432	-0.022990	0.382727	-0.229893	-0.355640	-0.189591	0.365249	0.765106	0.345713	-0.047004	0.191299	-0.817735	1.109036	-0.044754	0.430367	0.194591	0.142777	-1.342552	-0.454075	-0.066824	0.424937	0.798037
0.344108	-0.083977	-0.422906	-0.426263	0.663095	-0.084212	-0.230113	0.212248	-0.990681	-0.123713	0.757259	-0.351326	1.032599	0.935653	-1.054013	-0.402099	-0.394571	0.468573	0.801262	-0.245765	-0.261865	-0.515339	0.891019	-0.619525	0.672304	-1.005797	0.638577	-0.005936	-0.782819	0.178594	1.387391	0.294616
-0.395731	0.035496	0.031041	-1.398031	0.465003	0.069160	0.826741	-0.285735	-0.202897	-1.077136	-0.216815	0.981449	0.080219	-0.149569	0.864350	0.113061	-0.047551	-0.821661	0.435746	0.830658	-0.964270	-1.209517	1.068368	0.849511	1.046017	-1.152180	1.035226	0.086390	-0.506068	0.127674	0.746535	-0.137388
-0.176616	-0.194130	0.312227	-0.950057	0.845102	-0.007337	0.869667	-0.574279	-0.277121	-0.691594	-0.065153	0.776935	0.140499	0.066072	0.477576	-0.287099	-0.299784	-0.145989	0.406332	0.803107	-1.215530	-1.090797	1.008424	0.450325	0.852389	-1.682366	1.719227	0.082741	-1.047235	0.261225	1.058706	-0.045888
-0.016052	0.441191	0.323513	-0.868434	0.640495	-0.652831	-0.059289	0.168879	-1.093618	-0.209545	0.362372	-0.048276	0.996350	0.655599	-0.284561	-0.843119	0.187154	0.884450	0.511226	-0.174717	-0.889127	0.052688	0.971725	-0.524001	0.256432	-1.186684	1.047795	0.387671	-0.931498	-0.620494	0.971539	0.005156
-0.024413	0.943605	0.148056	-1.808669	1.143452	-0.656886	1.130456	0.543375	-0.634608	-1.239352	0.351409	0.343425	0.767690	1.200557	0.506221	-0.544624	-0.422622	-0.195231	0.506200	0.767082	-1.624101	-0.247874	1.221356	-0.010453	1.556143	-1.936207	1.343341	0.987251	-1.050274	-0.627463	1.684881	-0.078190
-0.787773	-0.256659	0.368691	-0.692275	0.595432	0.254067	0.148284	-0.294877	-0.238378	-1.252482	-0.237589	0.945476	-0.132635	-0.161978	0.396915	-0.253981	0.105980	0.210532	0.231139	0.486013	-0.563122	-1.188166	0.574589	0.953117	1.240907	-0.391237	0.817347	0.038665	-0.118564	0.819647	0.542580	0.288079
